"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct"
"71",71,1,1,2,1,71,71,0,1,527988.2636328,3,10,0.85,0,0,0.85,0,1,20,2,1,30,2,5,2.46477802568642,0,1,527988.6030695,1,527989.0006123,0.85,0,1,0.556366179347152,0.622802753508563,1,0,0.140447079881134,1,0,1,0,1,1,0,527991.5396926,527992.0691887,0,1,1.22222222222222,0,0,1,0,527992.0699048,527741.291986,23,"reinstatement",1,1
"72",72,1,1,2,1,72,72,0,1,527992.5121732,4,10,0.85,0,0,0.85,0,1,20,2,1,30,3,5,1.81866857277366,0,1,527992.8566503,1,527993.2169929,0.85,0,1,0.188530448450055,0.55562341505046,1,0,0.561700914421156,1,0,1,0,1,1,0,527995.1093252,527995.637668,0,1,1.11111111111111,0,0,1,0,527995.6385002,527741.291986,23,"reinstatement",1,1
"73",73,1,2,1,1,73,73,0,1,527996.0839726,5,10,0.85,0,0,0.85,0,1,20,2,1,30,3,5,1.98187326910774,0,1,527996.4264625,2,527996.8456523,0.85,0,1,0.966450253442388,0.36562231344744,0,0,0.827767587169451,0,0,0,0,1,0,0,527998.894917,527999.42266,0,1,1.11111111111111,0,0,1,0,527999.4243,527741.291986,23,"reinstatement",1,1
"74",74,1,1,2,1,74,74,0,1,527999.7032575,6,10,0.85,0,0,0.85,0,1,20,2,1,30,4,5,1.18446541703588,0,1,528000.0461281,1,528000.375583,0.85,0,1,0.534029255042173,0.562945709280763,1,0,0.648412309883723,1,0,1,0,1,1,0,528001.6312492,528002.1573314,0,1,1.11111111111111,0,0,1,0,528002.1580558,527741.291986,23,"reinstatement",1,1
"75",75,1,2,1,1,75,75,0,1,528002.5971445,7,10,0.85,0,0,0.85,0,1,20,2,1,35,0,5,1.00585170885023,0,1,528002.9485551,2,528003.3067015,0.85,0,1,0.129229491762418,0.571787345512327,1,0,0.60326241365327,1,0,1,0,1,1,0,528004.3828224,528004.9090042,1,1,1.11111111111111,1,0,1,0,528006.2888573,527741.291986,23,"reinstatement",1,1
"76",76,1,2,1,1,76,76,0,1,528006.7910755,8,10,0.85,0,0,0.85,0,1,20,2,1,35,1,5,2.37634453649365,0,1,528007.1353449,2,528007.5284891,0.85,0,1,0.390758860520097,0.418994732851573,1,0,0.17294463465285,1,0,1,0,1,1,0,528009.9709213,528010.5028503,0,1,1.11111111111111,0,0,1,0,528010.5036354,527741.291986,23,"reinstatement",1,1
"77",77,1,2,1,1,77,77,0,1,528010.934753,9,10,0.85,0,0,0.85,0,1,20,2,1,35,1,5,0.568718119227733,0,1,528011.2720894,2,528011.5831099,0.85,0,1,0.233436049266897,0.406941728916477,0,1,0.974585337189335,0,0,1,0,1,2,1,528012.1913226,528012.2348126,0,1,1.11111111111111,0,0,1,0,528012.9708605,527741.291986,23,"reinstatement",1,1
"78",78,1,1,2,1,78,78,0,1,528013.4045044,10,10,0.85,0,0,0.85,0,1,20,2,1,35,2,5,0.701807782230976,0,1,528013.7407969,1,528014.1954889,0.85,0,1,0.370153056364108,0.348632372896868,1,0,0.765475765833356,1,0,1,0,1,1,0,528014.9591102,528015.4905563,0,1,1,0,0,1,0,528015.4912962,527741.291986,23,"reinstatement",1,1
"79",79,1,1,2,1,79,79,0,1,528015.9384807,11,10,0.85,0,0,0.85,0,1,20,2,1,35,3,5,1.97978405807,0,1,528016.2762733,1,528016.7705424,0.85,0,1,0.0287019318188427,0.557545577918866,1,0,0.0426610358624677,1,0,1,0,1,1,0,528018.8288899,528019.3586738,0,1,1,0,0,1,0,528019.3594543,527741.291986,23,"reinstatement",1,1
"80",80,1,1,2,1,80,80,0,1,528019.8130341,12,10,0.85,0,0,0.85,0,1,20,2,1,35,4,5,0.589805196372378,0,1,528020.1627962,1,528020.6953849,0.85,0,1,0.758130071157812,0.151957937814823,1,0,0.0188638393757388,1,0,1,0,1,1,0,528021.3469996,528021.8788953,0,1,1,0,0,1,0,528021.879644,527741.291986,23,"reinstatement",1,1
"81",81,1,1,2,1,81,81,0,1,528022.315494,13,10,0.85,0,0,0.85,0,1,20,2,1,45,0,0,1.6785054931717,0,1,528022.6481992,1,528023.3353205,0.85,0,1,0.0677993807509321,0.200458280904392,1,0,0.784085082738661,1,0,1,0,1,1,0,528025.0841898,528025.616532,1,1,1,3,1,1,0,528027.8980492,527741.291986,23,"reinstatement",1,1
"82",82,1,1,2,1,82,82,0,1,528028.4068314,1,11,0.85,0,0,0.85,0,0,4,0,3,45,1,0,1.21482311818169,0,1,528028.7532514,1,528029.0805196,0.85,0,1,0.0616266707456785,0.193232641985084,1,0,0.719182421106978,1,0,1,0,0,1,0,528030.3718303,528030.8981617,0,0,1,0,0,1,0,528030.8989183,527741.291986,23,"post",3,0
"83",83,1,2,1,1,83,83,0,1,528031.3399664,2,11,0.85,0,0,0.85,0,0,4,0,3,45,2,0,1.81921851331158,0,1,528031.6724306,2,528032.0385892,0.85,0,1,0.114623160766164,0.397053786342311,1,0,0.568868978323461,1,0,1,0,0,1,0,528033.9248326,528034.4694003,0,0,1,0,0,1,0,528034.4701132,527741.291986,23,"post",3,0
"84",84,1,1,2,1,84,84,0,1,528034.9158665,3,11,0.85,0,0,0.85,0,0,4,0,3,45,3,0,2.87615645657857,0,1,528035.258587,1,528035.6435197,0.85,0,1,0.0538084378220864,0.732841243035853,1,0,0.833737751792292,1,0,1,0,0,1,0,528038.5780147,528039.1236769,0,0,1,0,0,1,0,528039.1243794,527741.291986,23,"post",3,0
"85",85,1,2,1,1,85,85,0,1,528039.5710125,4,11,0.85,0,0,0.85,0,0,4,0,3,45,4,0,0.939441287403186,0,1,528039.9125465,2,528040.2385831,0.85,0,1,0.166586070020567,0.394732716374668,1,0,0.311077490214647,1,0,1,0,0,1,0,528041.2469312,528041.7838083,0,0,1,0,1,1,0,528041.784703,527741.291986,23,"post",3,0
"86",86,1,2,1,1,86,86,0,1,528042.2341602,1,12,0.85,0,0,0.15,1,0,0,0,2,45,4,1,2.14817285257342,0,1,528042.5814936,2,528042.9124092,0.85,0,1,0.257056972851706,0.803064720475464,0,1,0.924710563190309,0,1,1,0,0,2,0,528045.1340761,528045.6610261,0,0,1,0,0,1,0,528045.6617668,527741.291986,23,"fill",1,1
"87",87,1,2,1,1,87,87,0,1,528046.1081883,2,12,0.85,0,0,0.15,1,0,0,0,2,45,4,1,2.49222323529403,0,2,528046.451366,1,528048.0116406,0,0.15,0,0.040618859079769,0.582297935731423,0,0,0.359906352160413,0,0,0,0,0,0,0,528050.5711989,528051.1001229,0,0,1,0,0,1,0,528051.1013711,527741.291986,23,"fill",1,0
"88",88,1,2,1,1,88,88,0,1,528051.3820718,3,12,0.85,0,0,0.15,1,0,0,0,2,45,5,1,1.46831823658966,0,1,528051.7224328,2,528052.2108274,0.85,0,1,0.229299608489603,0.534977606226423,1,0,0.41713796708233,1,0,1,0,0,1,0,528053.7412659,528054.2689337,1,0,1.11111111111111,0,1,1,0,528054.2699323,527741.291986,23,"fill",1,1
"89",89,1,1,2,1,89,89,0,1,528054.6998664,1,13,0,0,0,0,0,0,8,0,2,45,5,1,1.35521172209342,0,1,528055.0417931,1,528056.6018275,0,0,1,0.865087071305701,0.974182399681769,0,0,0.386141632761922,0,0,0,1,0,0,0,528058.0273726,528058.5539397,1,0,1.11111111111111,0,0,1,0,528058.5553004,527741.291986,23,"extinction",2,0
"90",90,1,2,1,1,90,90,0,1,528058.8341223,2,13,0,0,0,0,0,0,8,0,2,45,5,1,1.55118648875562,0,2,528059.1785599,1,528059.7761237,0,0,0,0.0558043223885715,0.655516431638184,0,0,0.512424724944817,0,0,0,1,0,0,0,528061.3968578,528061.9251375,1,0,1.11111111111111,0,0,1,0,528061.9265859,527741.291986,23,"extinction",2,1
"91",91,1,1,2,1,91,91,0,1,528062.2023677,3,13,0,0,0,0,0,0,8,0,2,45,5,1,1.05250463107556,0,2,528062.5480018,2,528062.9078915,0,0,0,0.92384593939655,0.535654503806826,0,0,0.501871725194246,0,0,0,1,0,0,0,528064.0323627,528064.5587263,1,0,1.22222222222222,0,0,1,0,528064.5600795,527741.291986,23,"extinction",2,1
"92",92,1,1,2,1,92,92,0,1,528064.8581342,4,13,0,0,0,0,0,0,8,0,2,45,5,1,2.21994745872512,0,2,528065.2002297,2,528065.5846177,0,0,0,0.658539731401803,0.404470312480754,0,0,0.367705325175135,0,0,0,1,0,0,0,528067.8690181,528068.3998612,1,0,1.33333333333333,0,0,0,0,528068.4012008,527741.291986,23,"extinction",2,1
"93",93,1,2,1,1,93,93,0,1,528068.6809939,5,13,0,0,0,0,0,0,8,0,2,45,5,1,2.15183935608314,0,1,528069.0199291,2,528069.4511373,0,0,1,0.625267578480509,0.993092083488562,0,0,0.82970010738314,0,0,0,1,0,0,0,528071.6721669,528072.1998433,1,0,1.44444444444444,0,0,0,0,528072.2011805,527741.291986,23,"extinction",2,0
"94",94,1,1,2,1,94,94,0,1,528072.4809975,6,13,0,0,0,0,0,0,8,0,2,45,5,1,1.34214652556115,0,2,528072.8232134,2,528073.676508,0,0,0,0.671954383935316,0.781312558273302,0,0,0.713818731974161,0,0,0,1,0,0,0,528075.0749025,528075.6043158,1,0,1.44444444444444,0,0,0,0,528075.6056764,527741.291986,23,"extinction",2,1
"95",95,1,2,1,1,95,95,0,1,528075.9260495,7,13,0,0,0,0,0,0,8,0,2,45,5,1,0.986051866908653,0,1,528076.2594767,2,528076.7918275,0,0,1,0.612412341069829,0.0117591782931319,0,0,0.752232545320737,0,0,0,1,0,0,0,528077.8438847,528078.3708492,1,0,1.55555555555556,0,0,0,0,528078.3722047,527741.291986,23,"extinction",2,0
"96",96,1,2,1,1,96,96,0,1,528078.6519925,8,13,0,0,0,0,0,0,8,0,2,45,5,1,0.816270601427766,0,2,528078.9949521,1,528079.6803433,0,0,0,0.364096332327439,0.866600426544297,0,0,0.574120875087473,0,0,0,1,0,0,0,528080.562766,528081.089126,1,0,1.55555555555556,0,1,0,0,528081.0916106,527741.291986,23,"extinction",2,1
"97",97,1,2,1,1,97,97,0,1,528081.3694167,1,14,0.85,0,0,0.85,0,2,20,0,2,45,5,1,2.51068373959007,0,2,528081.7139595,1,528082.0711829,0,0.85,0,0.651549245900664,0.0119645656350656,1,0,0.956643843751919,0,0,1,1,0,1,1,528084.6249971,528084.6517119,1,0,1.55555555555556,0,0,0,0,528085.4033988,527741.291986,23,"reinstatement",2,1
"98",98,1,1,2,1,98,98,0,1,528085.8515485,2,14,0.85,0,0,0.85,0,2,20,0,2,45,5,1,1.10870953324416,0,1,528086.2010269,1,528086.6456585,0.85,0,1,0.932293849427436,0.572138935021456,0,0,0.99656134829836,0,0,0,1,0,0,0,528087.8187313,528088.3448492,1,0,1.66666666666667,0,0,0,0,528088.3461848,527741.291986,23,"reinstatement",2,0
"99",99,1,2,1,1,99,99,0,1,528088.6252736,3,14,0.85,0,0,0.85,0,2,20,0,2,45,5,1,1.91020700974794,0,1,528088.9699812,2,528089.3115836,0.85,0,1,0.299716481048684,0.451483356380319,1,0,0.516506770101391,0,0,1,1,0,1,1,528091.2642402,528091.3070903,1,0,1.66666666666667,0,0,0,0,528092.0479903,527741.291986,23,"reinstatement",2,0
"100",101,1,1,2,1,101,101,0,1,528097.4592393,5,14,0.85,0,0,0.85,0,2,20,0,2,45,5,2,0.962820774144169,0,2,528097.7939782,2,528099.0325732,0,0.85,0,0.27848572642612,0.672167852281268,0,1,0.390452924280383,0,1,1,1,0,2,0,528100.045767,528100.5816939,1,0,Inf,0,0,0,1,528100.5824067,527741.291986,23,"reinstatement",2,1
"101",102,1,2,1,1,102,102,0,1,528101.019835,6,14,0.85,0,0,0.85,0,2,20,0,2,45,5,2,1.27393790357414,0,2,528101.3808724,1,528101.7480585,0,0.85,0,0.387380954674836,0.468553495296778,1,0,0.883621941552386,0,0,1,1,0,1,1,528103.0546216,528103.0851587,1,0,Inf,0,0,0,1,528103.8198112,527741.291986,23,"reinstatement",2,1
"102",103,1,1,2,1,103,103,0,1,528104.2633121,7,14,0.85,0,0,0.85,0,2,20,0,2,45,5,2,1.68400870223907,0,1,528104.6170074,1,528105.0735066,0.85,0,1,0.546621633198879,0.14207629331043,1,0,0.771793770710131,0,0,1,1,0,1,1,528106.7840904,528106.82154,1,0,Inf,0,0,0,1,528107.5552784,527741.291986,23,"reinstatement",2,0
"103",104,1,2,1,1,104,104,0,1,528108.0082424,8,14,0.85,0,0,0.85,0,2,20,0,2,45,5,3,0.892810849925411,0,2,528108.3700154,1,528108.9957829,0,0.85,0,0.850196953095522,0.702145864647449,0,1,0.621388992336444,0,1,1,1,0,2,0,528109.953966,528110.4812743,1,0,Inf,0,0,0,1,528110.482444,527741.291986,23,"reinstatement",2,1
"104",105,1,2,1,1,105,105,0,1,528110.9226589,9,14,0.85,0,0,0.85,0,2,20,0,2,45,5,4,0.566122489704569,0,2,528111.2891222,1,528111.7104625,0,0.85,0,0.175963402988364,0.510056437971008,0,1,0.618387865510738,0,1,1,1,0,2,0,528112.322603,528112.8500753,1,0,Inf,0,0,0,1,528112.8507823,527741.291986,23,"reinstatement",2,1
"105",106,1,1,2,1,106,106,0,1,528113.2845194,10,14,0.85,0,0,0.85,0,2,20,0,2,50,5,0,1.1796236066045,0,2,528113.6412294,2,528114.0154758,0,0.85,0,0.233729201213352,0.377903472874918,0,1,0.0833428471566676,0,1,1,1,0,2,0,528115.2584228,528115.7927179,1,1,Inf,2,0,0,1,528117.1566055,527741.291986,23,"reinstatement",2,1
"106",107,1,2,1,1,107,107,0,1,528117.6598056,11,14,0.85,0,0,0.85,0,2,20,0,2,50,5,1,1.57871697815967,0,2,528117.9941394,1,528118.4181727,0,0.85,0,0.563261692862131,0.100635512113053,0,1,0.578638986105359,0,1,1,1,0,2,0,528120.0796905,528120.6063649,1,0,Inf,0,0,0,1,528120.6070763,527741.291986,23,"reinstatement",2,1
"107",108,1,1,2,1,108,108,0,1,528121.0458547,12,14,0.85,0,0,0.85,0,2,20,0,2,50,5,2,1.94389417995884,0,2,528121.3969299,2,528121.7437254,0,0.85,0,0.12720558247653,0.818442574933877,0,1,0.0313094687103297,0,1,1,1,0,2,0,528123.7487697,528124.2873508,1,0,Inf,0,0,0,1,528124.2885715,527741.291986,23,"reinstatement",2,1
"108",109,1,2,1,1,109,109,0,1,528124.7350218,13,14,0.85,0,0,0.85,0,2,20,0,2,50,5,3,1.34068544600454,0,2,528125.0833545,1,528125.400437,0,0.85,0,0.662424522252453,0.846287563562987,0,1,0.616405651689119,0,1,1,1,0,2,0,528126.801158,528127.3273277,1,0,Inf,0,1,0,1,528127.328332,527741.291986,23,"reinstatement",2,1
"109",110,1,2,1,1,110,110,0,1,528127.7756429,1,15,0,0.85,0.85,0,0,1,20,1,2,50,5,3,1.74783055962876,0,2,528128.1191872,1,528128.4715216,0.85,0,0,0.477926918486276,0.562829933077715,1,0,0.375907062353441,0,0,1,1,0,1,1,528130.2507908,528130.2911517,1,0,1.88888888888889,0,0,0,1,528131.0274994,527741.291986,23,"switch",1,0
"110",111,1,1,2,1,111,111,0,1,528131.4670745,2,15,0,0.85,0.85,0,0,1,20,1,2,50,5,4,0.904232767632849,0,1,528131.8055706,1,528132.1468383,0,0.85,1,0.407050819601761,0.617078944643482,0,1,0.20261424796982,0,1,1,1,0,2,0,528133.1232683,528133.6573918,1,0,1.88888888888889,0,0,0,1,528133.6585753,527741.291986,23,"switch",1,1
"111",112,1,1,2,1,112,112,0,1,528134.0939521,3,15,0,0.85,0.85,0,0,1,20,1,2,50,5,4,1.15118023196513,0,1,528134.4410979,1,528134.9645031,0,0.85,1,0.0490729379330713,0.906166249215544,0,0,0.807468531607841,0,0,0,1,0,0,0,528136.1923643,528136.7259944,1,0,1.77777777777778,0,0,0,1,528136.7273312,527741.291986,23,"switch",1,1
"112",113,1,2,1,1,113,113,0,1,528137.0068043,4,15,0,0.85,0.85,0,0,1,20,1,2,50,5,4,1.46592804907447,0,1,528137.343578,2,528137.7441312,0,0.85,1,0.00969883589762588,0.901424865188333,0,0,0.297255807525026,0,0,0,1,0,0,0,528139.2783604,528139.8073239,1,0,1.77777777777778,0,0,0,1,528139.8086579,527741.291986,23,"switch",1,1
"113",114,1,1,2,1,114,114,0,1,528140.0889344,5,15,0,0.85,0.85,0,0,1,20,1,2,50,5,4,1.60845292222695,0,2,528140.429274,2,528141.3382376,0.85,0,0,0.769565829202,0.84871776588806,1,0,0.450202925571915,0,0,1,1,0,1,1,528142.9888606,528143.0352835,1,0,1.66666666666667,0,0,0,0,528143.7838123,527741.291986,23,"switch",1,0
"114",115,1,1,2,1,115,115,0,1,528144.2305797,6,15,0,0.85,0.85,0,0,1,20,1,2,55,5,0,0.744855316492358,0,1,528144.5660899,1,528144.9086773,0,0.85,1,0.288320895296079,0.502360798950492,0,1,0.748722218076129,0,1,1,1,0,2,0,528145.7343242,528146.2606479,1,1,1.66666666666667,2,0,0,0,528147.6630008,527741.291986,23,"switch",1,1
"115",116,1,2,1,1,116,116,0,1,528148.1537699,7,15,0,0.85,0.85,0,0,1,20,1,2,55,5,0,2.29815445474037,0,2,528148.4861079,1,528149.3608015,0.85,0,0,0.752515738828829,0.907335402442927,1,0,0.163473643000715,0,0,1,1,0,1,1,528151.7017971,528151.7413809,1,0,1.55555555555556,0,0,0,0,528152.4778469,527741.291986,23,"switch",1,0
"116",117,1,2,1,1,117,117,0,1,528152.9191422,8,15,0,0.85,0.85,0,0,1,20,1,2,55,5,1,0.703188455386949,0,1,528153.256804,2,528153.5957534,0,0.85,1,0.710499989315632,0.299517829921416,0,1,0.51760250132769,0,1,1,1,0,2,0,528154.3582478,528154.889968,1,0,1.55555555555556,0,0,0,0,528154.8907047,527741.291986,23,"switch",1,1
"117",118,1,2,1,1,118,118,0,1,528155.320316,9,15,0,0.85,0.85,0,0,1,20,1,2,55,5,2,0.562035777979203,0,1,528155.6587445,2,528156.0031664,0,0.85,1,0.97833511622859,0.547560390248649,0,1,0.326549579359199,0,1,1,1,0,2,0,528156.6434088,528157.1704491,1,0,1.44444444444444,0,0,0,0,528157.1711605,527741.291986,23,"switch",1,1
"118",119,1,1,2,1,119,119,0,1,528157.6003508,10,15,0,0.85,0.85,0,0,1,20,1,2,55,5,3,1.75565141273377,0,1,528157.9437839,1,528158.2661748,0,0.85,1,0.156957779558067,0.786556567143308,0,1,0.234008600263464,0,1,1,1,0,2,0,528160.0789039,528160.6114455,1,0,1.33333333333333,0,0,0,0,528160.6121696,527741.291986,23,"switch",1,1
"119",120,1,1,2,1,120,120,0,1,528161.0630966,11,15,0,0.85,0.85,0,0,1,20,1,2,55,5,3,1.06399250645931,0,1,528161.4135648,1,528161.820646,0,0.85,1,0.649465231696363,0.0236333497311262,1,0,0.901731394931757,0,0,1,1,0,1,1,528162.928074,528162.9658461,1,0,1.22222222222222,0,0,1,0,528163.7059642,527741.291986,23,"switch",1,1
"120",121,1,1,2,1,121,121,0,1,528164.1480439,12,15,0,0.85,0.85,0,0,1,20,1,2,55,5,3,0.508361709630964,0,2,528164.482577,2,528165.0369588,0.85,0,0,0.744662852212675,0.23100912384564,1,0,0.24279610471084,0,0,1,1,0,1,1,528165.5750369,528165.6098565,1,0,1.22222222222222,0,0,1,0,528166.3407286,527741.291986,23,"switch",1,0
"121",122,1,1,2,1,122,122,0,1,528166.7812087,13,15,0,0.85,0.85,0,0,1,20,1,2,55,5,4,1.4162625587303,0,1,528167.118262,1,528167.5218115,0,0.85,1,0.794188797011503,0.295862531738793,0,1,0.298269751320287,0,1,1,1,0,2,0,528169.0036954,528169.5317206,1,0,1.33333333333333,0,0,0,0,528169.5325417,527741.291986,23,"switch",1,1
"122",123,1,1,2,1,123,123,0,1,528169.9756993,14,15,0,0.85,0.85,0,0,1,20,1,2,60,5,0,1.88733477709009,0,1,528170.3208231,1,528170.7630485,0,0.85,1,0.174192019257826,0.0816762353695947,0,1,0.688905952953845,0,1,1,1,0,2,0,528172.7234315,528173.2498534,1,1,1.33333333333333,2,0,0,0,528174.618415,527741.291986,23,"switch",1,1
"123",124,1,1,2,1,124,124,0,1,528175.105659,15,15,0,0.85,0.85,0,0,1,20,1,2,65,0,0,1.92089542643109,0,1,528175.4417045,1,528175.7764711,0,0.85,1,0.198231446205137,0.997103586985181,0,0,0.322901135222548,0,0,0,1,0,0,0,528177.7601357,528178.2873134,1,0,1.22222222222222,1,1,1,0,528179.7396324,527741.291986,23,"switch",1,1
"124",125,1,1,2,1,125,125,0,1,528180.2510435,1,16,0,0.85,0.85,0,0,0,4,0,3,65,1,0,0.580046666168208,0,2,528180.5960977,2,528181.1597907,0.85,0,0,0.798431580355522,0.891853891823446,1,0,0.764776309913863,1,0,1,0,0,1,0,528181.8145111,528182.3524009,0,0,1.22222222222222,0,0,1,0,528182.3531066,527741.291986,23,"post",3,0
"125",126,1,1,2,1,126,126,0,1,528182.8011587,2,16,0,0.85,0.85,0,0,0,4,0,3,65,2,0,1.64772116840166,0,2,528183.1482144,2,528183.4363372,0.85,0,0,0.6027103137463,0.469937448743979,1,0,0.084413448017552,1,0,1,0,0,1,0,528185.1506019,528185.6858152,0,0,1.22222222222222,0,0,1,0,528185.6866291,527741.291986,23,"post",3,0
"126",127,1,2,1,1,127,127,0,1,528186.1361255,3,16,0,0.85,0.85,0,0,0,4,0,3,65,3,0,1.68495597287782,0,2,528186.4843974,1,528186.8520312,0.85,0,0,0.485559741081655,0.846962717186592,1,0,0.396423692113245,1,0,1,0,0,1,0,528188.6033297,528189.1305207,0,0,1.33333333333333,0,0,0,0,528189.1312057,527741.291986,23,"post",3,0
"127",128,1,2,1,1,128,128,0,1,528189.5769015,4,16,0,0.85,0.85,0,0,0,4,0,3,65,4,0,1.91659444100333,0,2,528189.9205389,1,528190.2238857,0.85,0,0,0.443781923461652,0.337182615050822,1,0,0.51838676171305,1,0,1,0,0,1,0,528192.206314,528192.7347929,0,0,1.44444444444444,0,1,0,0,528192.7356589,527741.291986,23,"post",3,0
"128",129,1,2,1,1,129,129,0,1,528193.1851778,1,17,0,0.85,0.15,0,0,1,20,0,3,65,4,0,1.53318963191655,0,2,528193.5235868,1,528193.9160709,0.15,0,0,0.722229151227511,0.393042713159053,0,0,0.420513478790273,0,0,0,0,0,0,0,528195.5249878,528196.0512602,0,0,1.55555555555556,0,0,0,0,528196.0525909,527741.291986,23,"learning",1,0
"129",130,1,1,2,1,130,130,0,1,528196.3308455,2,17,0,0.85,0.15,0,0,1,20,0,3,65,4,0,2.46184128587277,0,2,528196.6761378,2,528197.1113733,0.15,0,0,0.974132274051596,0.787755593878311,0,0,0.869997980104132,0,0,0,0,0,0,0,528199.628407,528200.1573482,0,0,1.66666666666667,0,0,0,0,528200.1588875,527741.291986,23,"learning",1,0
"130",131,1,1,2,1,131,131,0,1,528200.4388625,3,17,0,0.85,0.15,0,0,1,20,0,3,65,4,1,1.00598793494,0,1,528200.7796201,1,528201.1595128,0,0.85,1,0.505976225982113,0.14299108562535,0,1,0.322503978638267,0,1,1,0,0,2,0,528202.2306864,528202.7757177,0,0,1.66666666666667,0,0,0,0,528202.7764577,527741.291986,23,"learning",1,1
"131",132,1,1,2,1,132,132,0,1,528203.215276,4,17,0,0.85,0.15,0,0,1,20,0,3,65,4,2,1.84469181324551,0,1,528203.565211,1,528203.8962808,0,0.85,1,0.369629070295705,0.79417653473125,0,1,0.622742759259052,0,1,1,0,0,2,0,528205.8003088,528206.3306254,0,0,1.66666666666667,0,0,0,0,528206.3313283,527741.291986,23,"learning",1,1
"132",133,1,2,1,1,133,133,0,1,528206.7811941,5,17,0,0.85,0.15,0,0,1,20,0,3,65,4,3,0.604287287102023,0,1,528207.1182202,2,528207.5539514,0,0.85,1,0.00222189477055312,0.690223124867436,0,1,0.629370814863387,0,1,1,0,0,2,0,528208.2188788,528208.7482862,0,0,1.66666666666667,0,0,0,0,528208.7494632,527741.291986,23,"learning",1,1
"133",134,1,1,2,1,134,134,0,1,528209.1845018,6,17,0,0.85,0.15,0,0,1,20,0,3,65,4,4,1.2536670810482,0,1,528209.5201486,1,528209.8513119,0,0.85,1,0.182134090147671,0.601780565703857,0,1,0.36950964110292,0,1,1,0,0,2,0,528211.1722069,528211.7071304,0,0,1.66666666666667,0,0,0,0,528211.708327,527741.291986,23,"learning",1,1
"134",135,1,1,2,1,135,135,0,1,528212.1430186,7,17,0,0.85,0.15,0,0,1,20,0,3,70,4,0,1.45236352273877,0,1,528212.4893452,1,528212.8605193,0,0.85,1,0.685981918853238,0.0977731928349574,0,1,0.535715843983384,0,1,1,0,0,2,0,528214.3747216,528214.902068,0,1,1.55555555555556,2,0,0,0,528216.26773,527741.291986,23,"learning",1,1
"135",136,1,1,2,1,136,136,0,1,528216.7567119,8,17,0,0.85,0.15,0,0,1,20,0,3,75,0,0,1.76734558228798,0,2,528217.0931025,2,528217.4758591,0.15,0,0,0.0765249480386152,0.635441948320472,1,0,0.447434192485751,1,0,1,0,0,1,0,528219.3122381,528219.8449172,1,0,1.44444444444444,1,0,0,0,528221.2075279,527741.291986,23,"learning",1,0
"136",137,1,2,1,1,137,137,0,1,528221.7061885,9,17,0,0.85,0.15,0,0,1,20,0,3,75,0,0,1.02882503581763,0,2,528222.047226,1,528222.5832051,0.15,0,0,0.528979310738335,0.575149128379216,0,0,0.0451443145242078,0,0,0,0,0,0,0,528223.6649975,528224.1947348,0,0,1.44444444444444,0,0,0,0,528224.1962109,527741.291986,23,"learning",1,0
"137",138,1,1,2,1,138,138,0,1,528224.4754187,10,17,0,0.85,0.15,0,0,1,20,0,3,75,0,0,1.34153992171958,0,2,528224.816273,2,528225.1337742,0.15,0,0,0.51156674886488,0.254372456688231,0,0,0.458658387174115,0,0,0,0,0,0,0,528226.5341905,528227.0616266,0,0,1.44444444444444,0,0,0,0,528227.062968,527741.291986,23,"learning",1,0
"138",139,1,2,1,1,139,139,0,1,528227.3424528,11,17,0,0.85,0.15,0,0,1,20,0,3,75,0,0,1.00788855801322,0,2,528227.685236,1,528228.2143183,0.15,0,0,0.989418708067564,0.536898871138294,0,0,0.268609063583722,0,0,0,0,0,0,0,528229.2862898,528229.8125937,0,0,1.44444444444444,0,0,0,0,528229.8139386,527741.291986,23,"learning",1,0
"139",140,1,1,2,1,140,140,0,1,528230.093482,12,17,0,0.85,0.15,0,0,1,20,0,3,75,0,1,1.70002785232931,0,2,528230.4375225,2,528231.5235202,0.15,0,0,0.000144518602678056,0.903121969984409,0,1,0.910862681636686,0,1,1,0,0,2,0,528233.2906142,528233.8287149,0,0,1.44444444444444,0,0,0,0,528233.8294327,527741.291986,23,"learning",1,0
"140",141,1,2,1,1,141,141,0,1,528234.2725735,13,17,0,0.85,0.15,0,0,1,20,0,3,75,0,2,2.92437345125671,0,1,528234.6242471,2,528235.173305,0,0.85,1,0.697437438575168,0.326809792169103,0,1,0.776279521429008,0,1,1,0,0,2,0,528238.1605332,528238.6887942,0,0,1.55555555555556,0,0,0,0,528238.6895046,527741.291986,23,"learning",1,1
